Ind,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
ZFTS28,ZFTS,0.032,0.017,0.009,0.707,0.008,0.014,0.035,0.014,0.033,0.018,0.007,0.006,0.015,0.029,0.022,0.007,0.01,0.016
ZFTS29,ZFTS,0.003,0.003,0.003,0.868,0.005,0.007,0.014,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.036,0.002,0.015,0.026
ZFTS30,ZFTS,0.004,0.003,0.004,0.881,0.004,0.008,0.017,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.02,0.002,0.013,0.019
ZFTS31,ZFTS,0.007,0.005,0.005,0.816,0.009,0.007,0.078,0.006,0.007,0.006,0.004,0.004,0.005,0.006,0.012,0.004,0.006,0.014
ZFTS32,ZFTS,0.011,0.004,0.008,0.784,0.005,0.012,0.029,0.007,0.009,0.009,0.007,0.004,0.011,0.005,0.03,0.003,0.025,0.036
ZFTS33,ZFTS,0.015,0.005,0.01,0.782,0.006,0.019,0.015,0.009,0.014,0.013,0.008,0.006,0.012,0.007,0.05,0.004,0.013,0.012
ZFTS34,ZFTS,0.011,0.008,0.004,0.875,0.004,0.007,0.005,0.007,0.009,0.006,0.003,0.003,0.007,0.012,0.013,0.007,0.004,0.015
ZFTS35,ZFTS,0.008,0.005,0.006,0.702,0.007,0.022,0.052,0.007,0.008,0.007,0.005,0.004,0.006,0.008,0.075,0.006,0.015,0.055
ZFTS36,ZFTS,0.005,0.005,0.004,0.905,0.005,0.007,0.007,0.005,0.005,0.004,0.004,0.004,0.004,0.005,0.011,0.006,0.006,0.007
ZFTS37,ZFTS,0.01,0.005,0.006,0.586,0.006,0.016,0.069,0.007,0.007,0.006,0.004,0.004,0.007,0.008,0.182,0.004,0.009,0.063
ZFTS38,ZFTS,0.007,0.004,0.006,0.772,0.007,0.015,0.05,0.006,0.008,0.006,0.003,0.003,0.005,0.006,0.053,0.003,0.01,0.036
ZFTS39,ZFTS,0.008,0.009,0.004,0.854,0.008,0.007,0.006,0.005,0.007,0.006,0.004,0.007,0.005,0.009,0.025,0.007,0.008,0.022
ZFTS40,ZFTS,0.024,0.019,0.009,0.659,0.005,0.016,0.116,0.012,0.022,0.021,0.008,0.005,0.015,0.018,0.01,0.007,0.015,0.017
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTSP101,ZFTSP1,0.148,0.049,0.023,0.003,0.009,0.006,0.008,0.046,0.055,0.036,0.244,0.201,0.117,0.031,0.004,0.011,0.005,0.004
ZFTSP102,ZFTSP1,0.021,0.005,0.08,0.003,0.006,0.013,0.018,0.016,0.018,0.025,0.034,0.696,0.016,0.024,0.008,0.006,0.004,0.005
ZFTSP103,ZFTSP1,0.007,0.007,0.079,0.002,0.029,0.013,0.005,0.011,0.014,0.017,0.171,0.579,0.026,0.018,0.005,0.009,0.005,0.005
ZFTSP104,ZFTSP1,0.019,0.01,0.02,0.003,0.003,0.005,0.004,0.012,0.021,0.054,0.804,0.006,0.012,0.007,0.003,0.011,0.003,0.002
ZFTSP105,ZFTSP1,0.012,0.003,0.203,0.003,0.01,0.012,0.005,0.097,0.017,0.051,0.209,0.314,0.018,0.027,0.005,0.006,0.004,0.004
ZFTSP106,ZFTSP1,0.072,0.028,0.012,0.004,0.006,0.014,0.005,0.079,0.39,0.093,0.078,0.016,0.019,0.017,0.005,0.148,0.008,0.004
ZFTSP107,ZFTSP1,0.004,0.009,0.026,0.003,0.013,0.014,0.005,0.006,0.007,0.007,0.839,0.026,0.006,0.015,0.004,0.009,0.004,0.003
ZFTSP108,ZFTSP1,0.009,0.016,0.018,0.005,0.014,0.02,0.008,0.01,0.036,0.077,0.299,0.046,0.008,0.009,0.003,0.41,0.009,0.003
ZFTSP109,ZFTSP1,0.022,0.017,0.289,0.004,0.008,0.047,0.005,0.011,0.074,0.091,0.323,0.007,0.009,0.036,0.004,0.041,0.008,0.003
ZFTSP110,ZFTSP1,0.034,0.037,0.041,0.003,0.008,0.008,0.004,0.029,0.097,0.167,0.467,0.02,0.051,0.013,0.004,0.008,0.006,0.003
ZFTSP111,ZFTSP1,0.031,0.029,0.044,0.003,0.005,0.004,0.008,0.017,0.01,0.041,0.73,0.033,0.019,0.009,0.004,0.006,0.004,0.003
ZFTSP112,ZFTSP1,0.006,0.008,0.093,0.005,0.014,0.007,0.023,0.085,0.014,0.103,0.533,0.061,0.012,0.014,0.005,0.008,0.005,0.005
ZFTSP113,ZFTSP1,0.02,0.036,0.027,0.003,0.009,0.016,0.007,0.01,0.04,0.049,0.701,0.01,0.012,0.028,0.006,0.018,0.005,0.004
ZFTSP114,ZFTSP1,0.006,0.006,0.025,0.003,0.009,0.004,0.006,0.007,0.006,0.029,0.762,0.104,0.006,0.005,0.003,0.013,0.003,0.002
ZFTSP115,ZFTSP1,0.01,0.007,0.033,0.005,0.018,0.015,0.012,0.09,0.048,0.035,0.609,0.02,0.024,0.043,0.005,0.018,0.004,0.005
ZFTSP116,ZFTSP1,0.035,0.024,0.047,0.003,0.009,0.009,0.019,0.015,0.012,0.031,0.67,0.068,0.012,0.028,0.005,0.006,0.006,0.003
ZFTSP117,ZFTSP1,0.009,0.006,0.019,0.003,0.003,0.003,0.004,0.008,0.006,0.021,0.872,0.013,0.013,0.006,0.003,0.004,0.003,0.004
ZFTSP118,ZFTSP1,0.013,0.006,0.02,0.003,0.007,0.005,0.005,0.041,0.009,0.021,0.704,0.129,0.008,0.01,0.006,0.005,0.004,0.005
ZFTSP119,ZFTSP1,0.102,0.009,0.026,0.01,0.005,0.044,0.005,0.042,0.022,0.013,0.232,0.045,0.01,0.018,0.023,0.355,0.018,0.023
ZFTSP120,ZFTSP1,0.025,0.031,0.026,0.003,0.008,0.004,0.004,0.104,0.017,0.09,0.414,0.206,0.027,0.022,0.004,0.006,0.003,0.006
ZFTSP121,ZFTSP1,0.01,0.015,0.061,0.021,0.004,0.013,0.006,0.006,0.006,0.012,0.107,0.654,0.006,0.008,0.01,0.017,0.033,0.011
ZFTSP122,ZFTSP1,0.044,0.02,0.034,0.003,0.014,0.007,0.007,0.173,0.024,0.052,0.376,0.173,0.011,0.023,0.003,0.029,0.004,0.003
ZFTSP123,ZFTSP1,0.007,0.006,0.007,0.003,0.003,0.004,0.003,0.01,0.009,0.016,0.896,0.005,0.011,0.006,0.002,0.007,0.003,0.002
ZFTSP124,ZFTSP1,0.019,0.012,0.023,0.003,0.009,0.006,0.004,0.039,0.024,0.07,0.714,0.006,0.038,0.011,0.002,0.014,0.003,0.002
ZFTSP125,ZFTSP1,0.006,0.009,0.009,0.003,0.005,0.007,0.003,0.011,0.016,0.009,0.845,0.008,0.013,0.012,0.003,0.036,0.003,0.003
ZFTSP126,ZFTSP1,0.045,0.033,0.013,0.004,0.006,0.011,0.006,0.018,0.072,0.287,0.396,0.047,0.011,0.02,0.004,0.019,0.005,0.003
ZFTSP127,ZFTSP1,0.023,0.012,0.059,0.004,0.007,0.009,0.005,0.039,0.016,0.027,0.741,0.01,0.008,0.009,0.003,0.024,0.003,0.002
ZFTSP128,ZFTSP1,0.007,0.007,0.011,0.003,0.006,0.004,0.004,0.004,0.009,0.018,0.871,0.018,0.016,0.007,0.003,0.005,0.004,0.003
ZFTSP129,ZFTSP1,0.027,0.032,0.106,0.002,0.017,0.005,0.006,0.116,0.022,0.12,0.435,0.017,0.04,0.028,0.003,0.016,0.004,0.003
ZFTSP130,ZFTSP1,0.005,0.005,0.017,0.003,0.005,0.007,0.003,0.014,0.007,0.009,0.877,0.017,0.006,0.006,0.003,0.01,0.003,0.003
ZFTSP131,ZFTSP1,0.009,0.005,0.047,0.002,0.005,0.005,0.003,0.026,0.013,0.053,0.651,0.026,0.122,0.015,0.003,0.007,0.003,0.003
ZFTSP132,ZFTSP1,0.165,0.025,0.371,0.003,0.007,0.004,0.013,0.01,0.023,0.23,0.034,0.07,0.014,0.01,0.005,0.007,0.006,0.003
ZFTSP133,ZFTSP1,0.068,0.011,0.168,0.003,0.021,0.005,0.005,0.135,0.044,0.018,0.089,0.041,0.014,0.031,0.003,0.337,0.003,0.004
ZFTSP134,ZFTSP1,0.031,0.109,0.112,0.003,0.013,0.007,0.007,0.029,0.012,0.071,0.456,0.059,0.006,0.009,0.003,0.066,0.004,0.002
ZFTSP135,ZFTSP1,0.025,0.004,0.062,0.003,0.006,0.006,0.003,0.25,0.03,0.08,0.314,0.123,0.034,0.043,0.004,0.008,0.003,0.004
ZFTSP136,ZFTSP1,0.063,0.016,0.015,0.003,0.005,0.005,0.003,0.119,0.076,0.186,0.114,0.305,0.041,0.027,0.004,0.011,0.003,0.005
ZFTSP137,ZFTSP1,0.046,0.074,0.029,0.027,0.013,0.018,0.005,0.024,0.066,0.315,0.042,0.257,0.009,0.017,0.006,0.025,0.017,0.01
ZFTSP138,ZFTSP1,0.193,0.035,0.023,0.004,0.01,0.007,0.007,0.042,0.048,0.134,0.365,0.063,0.036,0.011,0.004,0.011,0.004,0.003
ZFTSP139,ZFTSP1,0.027,0.016,0.012,0.003,0.004,0.004,0.003,0.26,0.016,0.045,0.475,0.035,0.035,0.015,0.003,0.04,0.003,0.003
ZFTSP140,ZFTSP1,0.029,0.005,0.055,0.007,0.012,0.021,0.013,0.219,0.12,0.131,0.253,0.067,0.018,0.024,0.005,0.008,0.007,0.004
ZFTSP141,ZFTSP1,0.007,0.015,0.018,0.006,0.009,0.015,0.022,0.143,0.021,0.053,0.048,0.514,0.012,0.027,0.005,0.075,0.005,0.005
ZFTSP142,ZFTSP1,0.041,0.008,0.027,0.003,0.006,0.01,0.007,0.014,0.056,0.099,0.15,0.528,0.017,0.014,0.005,0.006,0.005,0.004
ZFTSP143,ZFTSP1,0.013,0.02,0.254,0.002,0.013,0.007,0.005,0.034,0.016,0.185,0.165,0.058,0.166,0.032,0.005,0.016,0.004,0.005
ZFTSP144,ZFTSP1,0.024,0.006,0.312,0.003,0.007,0.007,0.008,0.037,0.016,0.173,0.172,0.138,0.025,0.047,0.007,0.007,0.004,0.005
ZFTSP145,ZFTSP1,0.013,0.013,0.036,0.003,0.008,0.006,0.005,0.038,0.012,0.028,0.31,0.471,0.019,0.01,0.003,0.017,0.004,0.003
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTSP201,ZFTSP2,0.062,0.018,0.028,0.004,0.019,0.01,0.024,0.131,0.374,0.206,0.015,0.018,0.007,0.013,0.004,0.059,0.005,0.003
ZFTSP202,ZFTSP2,0.006,0.052,0.04,0.006,0.013,0.004,0.037,0.009,0.005,0.641,0.028,0.088,0.025,0.008,0.003,0.028,0.005,0.003
ZFTSP203,ZFTSP2,0.492,0.02,0.048,0.003,0.01,0.004,0.013,0.023,0.053,0.232,0.013,0.049,0.014,0.006,0.004,0.009,0.004,0.004
ZFTSP204,ZFTSP2,0.039,0.328,0.192,0.003,0.013,0.003,0.005,0.044,0.017,0.125,0.046,0.131,0.019,0.01,0.008,0.01,0.004,0.004
ZFTSP205,ZFTSP2,0.066,0.028,0.06,0.006,0.031,0.004,0.037,0.015,0.16,0.363,0.022,0.087,0.057,0.032,0.009,0.01,0.009,0.004
ZFTSP206,ZFTSP2,0.012,0.01,0.059,0.004,0.022,0.006,0.018,0.036,0.275,0.3,0.011,0.014,0.084,0.114,0.008,0.02,0.004,0.005
ZFTSP207,ZFTSP2,0.043,0.019,0.029,0.003,0.004,0.005,0.005,0.041,0.375,0.057,0.018,0.007,0.247,0.121,0.008,0.005,0.006,0.006
ZFTSP208,ZFTSP2,0.118,0.015,0.011,0.004,0.005,0.005,0.009,0.041,0.209,0.041,0.023,0.068,0.167,0.257,0.009,0.005,0.006,0.007
ZFTSP209,ZFTSP2,0.144,0.01,0.172,0.003,0.014,0.006,0.006,0.287,0.033,0.149,0.036,0.033,0.036,0.043,0.004,0.018,0.003,0.004
ZFTSP210,ZFTSP2,0.661,0.01,0.106,0.003,0.003,0.004,0.005,0.052,0.036,0.03,0.029,0.009,0.023,0.009,0.004,0.008,0.004,0.004
ZFTSP211,ZFTSP2,0.008,0.013,0.029,0.004,0.006,0.004,0.007,0.014,0.007,0.8,0.058,0.018,0.011,0.007,0.004,0.004,0.004,0.003
ZFTSP212,ZFTSP2,0.013,0.017,0.008,0.002,0.007,0.003,0.004,0.017,0.048,0.017,0.714,0.011,0.076,0.027,0.006,0.025,0.003,0.002
ZFTSP213,ZFTSP2,0.034,0.023,0.004,0.003,0.003,0.005,0.003,0.018,0.042,0.022,0.801,0.012,0.007,0.004,0.002,0.007,0.005,0.002
ZFTSP214,ZFTSP2,0.01,0.011,0.026,0.002,0.02,0.011,0.005,0.01,0.023,0.015,0.263,0.511,0.03,0.032,0.005,0.016,0.005,0.004
ZFTSP215,ZFTSP2,0.095,0.058,0.033,0.003,0.006,0.004,0.008,0.095,0.015,0.046,0.024,0.518,0.047,0.034,0.003,0.005,0.004,0.003
ZFTSP216,ZFTSP2,0.026,0.089,0.028,0.023,0.012,0.007,0.012,0.021,0.01,0.468,0.029,0.201,0.009,0.01,0.006,0.007,0.031,0.011
ZFTSP217,ZFTSP2,0.138,0.01,0.014,0.003,0.003,0.007,0.005,0.023,0.119,0.022,0.601,0.011,0.013,0.01,0.003,0.01,0.005,0.003
ZFTSP218,ZFTSP2,0.042,0.043,0.015,0.004,0.007,0.011,0.004,0.035,0.235,0.212,0.203,0.052,0.084,0.027,0.004,0.012,0.005,0.005
ZFTSP219,ZFTSP2,0.021,0.006,0.134,0.004,0.012,0.019,0.017,0.22,0.125,0.09,0.054,0.057,0.103,0.102,0.007,0.011,0.006,0.009
ZFTSP220,ZFTSP2,0.251,0.049,0.008,0.027,0.017,0.009,0.007,0.197,0.167,0.046,0.023,0.134,0.005,0.01,0.005,0.017,0.019,0.009
ZFTSP221,ZFTSP2,0.04,0.231,0.025,0.005,0.009,0.011,0.025,0.094,0.038,0.244,0.06,0.111,0.012,0.025,0.005,0.054,0.009,0.003
ZFTSP222,ZFTSP2,0.265,0.178,0.074,0.04,0.005,0.016,0.02,0.03,0.052,0.084,0.127,0.008,0.01,0.011,0.004,0.014,0.058,0.004
ZFTSP223,ZFTSP2,0.005,0.005,0.005,0.002,0.003,0.003,0.003,0.008,0.006,0.008,0.912,0.019,0.006,0.004,0.002,0.004,0.003,0.002
ZFTSP224,ZFTSP2,0.011,0.005,0.051,0.003,0.009,0.004,0.007,0.009,0.006,0.013,0.599,0.25,0.006,0.005,0.003,0.013,0.004,0.002
ZFTSP225,ZFTSP2,0.018,0.055,0.019,0.003,0.005,0.007,0.004,0.165,0.036,0.086,0.348,0.159,0.016,0.018,0.004,0.048,0.005,0.004
ZFTSP226,ZFTSP2,0.01,0.006,0.066,0.002,0.005,0.007,0.006,0.024,0.009,0.019,0.629,0.177,0.008,0.01,0.004,0.01,0.004,0.003
ZFTSP227,ZFTSP2,0.385,0.176,0.069,0.01,0.014,0.007,0.019,0.022,0.119,0.065,0.033,0.005,0.025,0.017,0.004,0.014,0.012,0.004
ZFTSP228,ZFTSP2,0.083,0.03,0.038,0.005,0.014,0.007,0.038,0.031,0.027,0.462,0.051,0.165,0.012,0.012,0.004,0.006,0.008,0.005
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFW01,ZFW,0.007,0.007,0.01,0.004,0.005,0.005,0.003,0.007,0.008,0.01,0.005,0.004,0.019,0.016,0.623,0.004,0.004,0.258
ZFW02,ZFW,0.011,0.003,0.004,0.006,0.006,0.007,0.004,0.015,0.004,0.02,0.003,0.003,0.004,0.006,0.736,0.003,0.005,0.161
ZFW03,ZFW,0.014,0.004,0.005,0.003,0.003,0.007,0.003,0.016,0.005,0.019,0.006,0.012,0.003,0.005,0.644,0.002,0.006,0.242
ZFW04,ZFW,0.002,0.006,0.008,0.009,0.011,0.005,0.004,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.283,0.003,0.005,0.642
ZFW05,ZFW,0.004,0.003,0.01,0.004,0.012,0.034,0.008,0.005,0.004,0.005,0.007,0.02,0.005,0.008,0.033,0.02,0.083,0.735
ZFW06,ZFW,0.004,0.008,0.009,0.018,0.009,0.006,0.01,0.004,0.004,0.006,0.004,0.004,0.007,0.004,0.219,0.002,0.033,0.649
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFWB01,ZFWB,0.008,0.005,0.008,0.006,0.006,0.86,0.02,0.009,0.009,0.008,0.007,0.008,0.005,0.012,0.008,0.011,0.005,0.005
ZFWB02,ZFWB,0.007,0.007,0.01,0.005,0.006,0.482,0.008,0.01,0.012,0.009,0.019,0.021,0.008,0.043,0.054,0.005,0.198,0.096
ZFWB03,ZFWB,0.003,0.003,0.011,0.002,0.006,0.916,0.003,0.005,0.004,0.005,0.004,0.005,0.005,0.007,0.006,0.004,0.004,0.006
ZFWB05,ZFWB,0.008,0.027,0.003,0.021,0.005,0.777,0.007,0.013,0.01,0.013,0.013,0.007,0.014,0.008,0.011,0.033,0.005,0.026
ZFWB06,ZFWB,0.011,0.007,0.009,0.007,0.005,0.84,0.016,0.006,0.008,0.008,0.008,0.011,0.006,0.017,0.019,0.007,0.007,0.008
ZFWB07,ZFWB,0.004,0.005,0.005,0.006,0.006,0.893,0.006,0.005,0.006,0.005,0.005,0.005,0.005,0.009,0.007,0.01,0.014,0.005
ZFWB10,ZFWB,0.003,0.011,0.004,0.016,0.004,0.832,0.009,0.009,0.006,0.007,0.015,0.007,0.005,0.006,0.008,0.034,0.005,0.019
ZFWB11,ZFWB,0.004,0.004,0.005,0.01,0.005,0.914,0.007,0.006,0.005,0.004,0.004,0.004,0.003,0.005,0.005,0.005,0.007,0.004
ZFWB12,ZFWB,0.004,0.003,0.012,0.003,0.006,0.881,0.004,0.008,0.006,0.006,0.009,0.02,0.005,0.007,0.006,0.005,0.005,0.012
ZFWB13,ZFWB,0.008,0.02,0.006,0.004,0.02,0.74,0.009,0.032,0.009,0.007,0.029,0.056,0.005,0.007,0.005,0.032,0.005,0.007
ZFWB14,ZFWB,0.006,0.004,0.008,0.004,0.004,0.894,0.007,0.006,0.008,0.009,0.009,0.005,0.005,0.008,0.006,0.009,0.005,0.004
ZFWB15,ZFWB,0.005,0.006,0.011,0.006,0.005,0.877,0.006,0.009,0.006,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.008,0.014
ZFWB18,ZFWB,0.005,0.004,0.008,0.004,0.005,0.912,0.008,0.007,0.006,0.007,0.007,0.005,0.004,0.004,0.004,0.005,0.005,0.003
ZFWB19,ZFWB,0.003,0.004,0.004,0.006,0.004,0.905,0.007,0.003,0.004,0.003,0.003,0.003,0.004,0.005,0.006,0.004,0.017,0.014
ZFWB20,ZFWB,0.006,0.003,0.005,0.004,0.003,0.91,0.008,0.005,0.006,0.006,0.009,0.005,0.005,0.004,0.005,0.004,0.006,0.006
ZFWB21,ZFWB,0.005,0.004,0.007,0.004,0.008,0.891,0.013,0.006,0.009,0.005,0.006,0.004,0.005,0.007,0.005,0.004,0.009,0.005
ZFWB22,ZFWB,0.009,0.003,0.013,0.006,0.004,0.805,0.011,0.012,0.012,0.016,0.023,0.027,0.009,0.006,0.01,0.003,0.008,0.024
ZFWB23,ZFWB,0.008,0.027,0.011,0.007,0.011,0.635,0.037,0.019,0.023,0.017,0.037,0.037,0.015,0.028,0.007,0.064,0.008,0.007
ZFWB24,ZFWB,0.004,0.003,0.007,0.003,0.003,0.89,0.017,0.006,0.005,0.006,0.01,0.006,0.004,0.008,0.003,0.011,0.005,0.009
ZFWB25,ZFWB,0.006,0.004,0.006,0.008,0.004,0.876,0.019,0.007,0.008,0.006,0.007,0.005,0.005,0.007,0.01,0.006,0.006,0.01
ZFWB26,ZFWB,0.006,0.003,0.012,0.004,0.003,0.886,0.005,0.005,0.006,0.008,0.009,0.008,0.008,0.004,0.014,0.003,0.009,0.006
ZFWB27,ZFWB,0.01,0.005,0.01,0.005,0.004,0.845,0.009,0.005,0.008,0.009,0.007,0.01,0.006,0.007,0.016,0.004,0.036,0.005
ZFWB29,ZFWB,0.003,0.003,0.007,0.006,0.006,0.836,0.011,0.004,0.004,0.005,0.004,0.003,0.005,0.005,0.009,0.004,0.01,0.074
ZFWB30,ZFWB,0.003,0.004,0.005,0.008,0.01,0.883,0.025,0.005,0.005,0.004,0.004,0.003,0.004,0.005,0.005,0.006,0.013,0.008
ZFWB31,ZFWB,0.005,0.004,0.009,0.003,0.004,0.908,0.006,0.007,0.007,0.006,0.008,0.006,0.005,0.006,0.004,0.005,0.005,0.003
ZFWB32,ZFWB,0.006,0.006,0.006,0.01,0.007,0.878,0.006,0.004,0.007,0.006,0.004,0.005,0.005,0.009,0.018,0.004,0.01,0.008
ZFWB35,ZFWB,0.004,0.003,0.006,0.003,0.004,0.925,0.005,0.005,0.005,0.005,0.006,0.005,0.004,0.004,0.004,0.004,0.006,0.003
ZFWB36,ZFWB,0.005,0.004,0.009,0.004,0.006,0.881,0.008,0.008,0.005,0.007,0.005,0.01,0.005,0.006,0.012,0.004,0.015,0.006
ZFWB37,ZFWB,0.006,0.003,0.013,0.003,0.004,0.892,0.005,0.006,0.005,0.007,0.007,0.011,0.006,0.005,0.009,0.004,0.007,0.005
ZFWB38,ZFWB,0.005,0.003,0.009,0.003,0.003,0.904,0.005,0.007,0.005,0.008,0.005,0.004,0.006,0.004,0.013,0.004,0.007,0.006
ZFWB39,ZFWB,0.005,0.005,0.009,0.004,0.006,0.892,0.012,0.007,0.007,0.007,0.006,0.007,0.004,0.008,0.005,0.006,0.007,0.003
ZFWB40,ZFWB,0.004,0.004,0.005,0.006,0.01,0.901,0.01,0.006,0.005,0.004,0.004,0.004,0.004,0.006,0.004,0.008,0.008,0.005
ZFWB41,ZFWB,0.005,0.005,0.014,0.006,0.007,0.876,0.007,0.009,0.006,0.007,0.005,0.007,0.008,0.008,0.007,0.007,0.008,0.008
ZFWB42,ZFWB,0.004,0.004,0.006,0.003,0.004,0.922,0.005,0.006,0.005,0.004,0.005,0.004,0.004,0.005,0.004,0.006,0.004,0.003
ZFWB43,ZFWB,0.004,0.003,0.005,0.003,0.004,0.927,0.004,0.004,0.004,0.004,0.005,0.004,0.003,0.004,0.006,0.003,0.01,0.003
ZFWB44,ZFWB,0.008,0.003,0.009,0.006,0.006,0.229,0.005,0.006,0.007,0.008,0.006,0.008,0.006,0.006,0.306,0.003,0.365,0.012
ZFWB46,ZFWB,0.004,0.003,0.005,0.004,0.005,0.886,0.025,0.005,0.004,0.004,0.004,0.004,0.003,0.005,0.007,0.004,0.018,0.007
ZFWB47,ZFWB,0.004,0.004,0.013,0.005,0.006,0.865,0.005,0.006,0.006,0.006,0.005,0.005,0.007,0.008,0.028,0.006,0.011,0.01
ZFWB48,ZFWB,0.004,0.004,0.006,0.006,0.007,0.689,0.073,0.007,0.006,0.005,0.005,0.004,0.004,0.006,0.005,0.126,0.038,0.006
ZFWB49,ZFWB,0.046,0.016,0.058,0.004,0.007,0.653,0.014,0.011,0.028,0.047,0.03,0.006,0.005,0.011,0.005,0.037,0.019,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCF01,ZCF,0.004,0.003,0.006,0.033,0.005,0.018,0.018,0.005,0.004,0.006,0.007,0.022,0.004,0.004,0.007,0.003,0.836,0.016
ZCF02,ZCF,0.003,0.003,0.005,0.029,0.005,0.104,0.007,0.004,0.004,0.005,0.007,0.005,0.003,0.004,0.014,0.005,0.545,0.251
ZCF03,ZCF,0.013,0.004,0.008,0.182,0.006,0.073,0.008,0.008,0.011,0.01,0.016,0.008,0.009,0.005,0.014,0.003,0.614,0.008
ZCF04,ZCF,0.013,0.009,0.004,0.017,0.004,0.003,0.005,0.007,0.007,0.005,0.006,0.004,0.005,0.004,0.004,0.006,0.892,0.006
ZCF05,ZCF,0.002,0.003,0.003,0.011,0.006,0.012,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.014,0.003,0.898,0.022
ZCF06,ZCF,0.009,0.01,0.015,0.021,0.041,0.008,0.028,0.012,0.008,0.01,0.009,0.01,0.004,0.006,0.005,0.008,0.791,0.005
ZCF07,ZCF,0.004,0.003,0.004,0.004,0.003,0.035,0.004,0.003,0.004,0.004,0.007,0.012,0.003,0.004,0.008,0.003,0.889,0.007
ZCF08,ZCF,0.006,0.006,0.008,0.007,0.005,0.017,0.007,0.005,0.004,0.004,0.006,0.012,0.003,0.005,0.005,0.009,0.879,0.013
ZCF09,ZCF,0.009,0.015,0.012,0.141,0.022,0.007,0.027,0.018,0.014,0.055,0.039,0.064,0.026,0.025,0.003,0.129,0.387,0.006
ZCF10,ZCF,0.008,0.009,0.065,0.012,0.007,0.015,0.011,0.01,0.006,0.017,0.014,0.017,0.007,0.008,0.016,0.01,0.759,0.008
ZCF11,ZCF,0.015,0.007,0.005,0.006,0.004,0.02,0.005,0.006,0.011,0.011,0.009,0.007,0.01,0.008,0.012,0.005,0.854,0.006
ZCF12,ZCF,0.004,0.003,0.003,0.032,0.003,0.004,0.016,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.005,0.006,0.892,0.008
ZCF13,ZCF,0.006,0.007,0.004,0.016,0.008,0.014,0.003,0.004,0.006,0.004,0.003,0.007,0.003,0.007,0.022,0.038,0.839,0.011
ZCF14,ZCF,0.036,0.018,0.008,0.023,0.005,0.012,0.143,0.015,0.018,0.015,0.008,0.005,0.015,0.017,0.014,0.011,0.617,0.019
ZCF15,ZCF,0.004,0.003,0.006,0.015,0.012,0.057,0.009,0.007,0.007,0.005,0.007,0.003,0.004,0.005,0.009,0.007,0.834,0.005
ZCF16,ZCF,0.004,0.003,0.004,0.01,0.006,0.021,0.019,0.004,0.004,0.005,0.006,0.01,0.003,0.004,0.008,0.004,0.882,0.004
ZCF17,ZCF,0.004,0.003,0.005,0.004,0.004,0.025,0.008,0.003,0.004,0.004,0.005,0.005,0.004,0.004,0.007,0.003,0.902,0.004
ZCF18,ZCF,0.006,0.007,0.004,0.036,0.012,0.048,0.006,0.007,0.008,0.005,0.003,0.004,0.003,0.005,0.02,0.018,0.796,0.013
ZCF19,ZCF,0.005,0.004,0.005,0.11,0.026,0.165,0.066,0.008,0.007,0.006,0.005,0.003,0.004,0.006,0.02,0.005,0.48,0.075
ZCF20,ZCF,0.014,0.006,0.007,0.007,0.003,0.048,0.008,0.01,0.012,0.017,0.009,0.009,0.016,0.01,0.013,0.004,0.797,0.011
ZCF21,ZCF,0.004,0.003,0.014,0.048,0.009,0.014,0.009,0.004,0.004,0.005,0.011,0.005,0.004,0.004,0.015,0.005,0.836,0.008
ZCF22,ZCF,0.008,0.004,0.009,0.015,0.006,0.014,0.008,0.057,0.006,0.008,0.023,0.011,0.006,0.035,0.026,0.004,0.74,0.018
ZCF23,ZCF,0.003,0.003,0.004,0.008,0.003,0.013,0.005,0.003,0.003,0.005,0.005,0.007,0.004,0.003,0.012,0.007,0.903,0.008
ZCF24,ZCF,0.006,0.004,0.018,0.007,0.01,0.011,0.013,0.006,0.005,0.016,0.036,0.023,0.005,0.007,0.003,0.035,0.792,0.003
ZCF25,ZCF,0.02,0.015,0.007,0.005,0.005,0.006,0.01,0.009,0.006,0.005,0.006,0.007,0.004,0.004,0.004,0.007,0.875,0.004
ZCF26,ZCF,0.004,0.003,0.007,0.006,0.019,0.005,0.007,0.004,0.004,0.006,0.008,0.008,0.003,0.003,0.005,0.003,0.899,0.005
ZCF27,ZCF,0.003,0.003,0.004,0.008,0.004,0.017,0.008,0.004,0.004,0.004,0.006,0.006,0.003,0.004,0.009,0.004,0.903,0.005
